'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','att11','att12','att13','att14','att15','att16','att17','att18','att19','att20','att21','id','outlier'
0.06,-0.34,-1.32,0.13,-0.14,1.59,3.64,2.05,4.21,4.65,5.11,5.43,4.68,4.68,1.18,-0.47,-0.02,0.29,0.29,0.43,-0.55,623.0,'no'
0.9,0.16,-0.06,1.0,1.55,1.91,5.36,2.74,3.33,4.16,5.47,4.06,1.75,3.22,1.83,1.13,-0.07,-2.39,-0.65,0.53,0.02,625.0,'no'
0.69,-0.18,-0.4,0.68,1.2,0.1,0.5,1.04,0.3,2.12,1.52,2.24,2.94,4.01,7.02,4.22,3.71,1.48,2.4,1.21,0.6,626.0,'no'
1.93,0.46,1.4,0.39,0.06,0.68,0.55,2.58,2.13,1.32,5.33,4.34,2.94,6.33,4.56,5.55,2.63,1.19,1.65,-0.2,-0.17,628.0,'no'
1.49,0.46,1.57,1.03,0.95,0.58,3.51,3.61,5.08,3.9,5.37,3.28,4.06,2.4,1.16,-1.72,-0.79,-0.54,-1.34,-0.8,0.91,629.0,'no'
0.47,0.28,0.93,0.23,-0.82,0.13,1.19,2.74,4.39,5.44,5.5,5.67,2.65,1.8,1.47,1.06,1.15,-0.59,-0.81,-3.11,0.26,630.0,'no'
-1.43,-0.57,-1.55,-1.64,-1.66,-0.28,-0.49,0.34,1.15,1.24,2.42,3.13,3.92,6.75,4.87,4.81,2.31,2.17,2.27,1.39,0.25,633.0,'no'
0.49,1.79,0.13,0.05,0.82,2.14,2.4,3.1,4.62,3.91,4.88,4.0,3.35,5.86,2.13,1.23,1.14,-0.54,0.95,0.06,0.73,634.0,'no'
-1.92,0.99,1.6,2.04,1.83,3.65,2.62,3.92,3.72,4.06,5.07,4.06,2.02,3.15,1.55,1.12,1.02,-0.8,-0.3,-1.84,1.37,636.0,'no'
0.85,0.86,2.25,2.51,3.46,4.43,6.33,4.69,4.12,2.97,1.64,0.86,-1.08,0.1,-1.75,0.1,-0.4,1.72,-0.73,0.41,0.12,637.0,'no'
0.26,1.2,0.27,1.74,-0.87,0.86,0.67,1.86,-0.6,1.4,2.83,2.19,5.45,5.45,5.61,3.82,3.73,4.09,1.99,-0.16,0.05,639.0,'no'
-0.81,-0.14,2.28,4.2,3.35,4.26,4.69,5.36,4.24,1.6,2.52,1.79,-0.13,0.45,0.56,0.11,-0.24,-1.2,-0.65,-1.44,1.83,641.0,'no'
1.49,1.97,-0.15,0.41,0.03,1.19,2.65,3.48,3.36,6.44,6.76,3.25,4.26,0.16,0.88,1.98,0.59,0.0,-0.09,1.86,1.47,643.0,'no'
0.44,1.91,-0.8,1.39,2.03,3.46,3.54,3.94,3.84,2.33,2.63,4.18,1.36,1.85,0.19,-0.06,0.15,0.72,0.13,-1.82,0.37,644.0,'no'
0.14,0.19,-0.19,0.65,2.01,2.34,4.12,1.33,3.46,4.17,5.29,3.2,4.01,2.8,2.71,1.07,-0.91,0.07,0.82,0.21,-0.6,645.0,'no'
0.79,0.97,2.53,2.45,3.64,4.8,3.87,4.78,3.65,1.66,2.04,1.08,1.01,1.54,0.68,-0.58,-0.05,-1.12,0.99,-1.53,-0.65,646.0,'no'
1.57,0.53,1.72,0.59,-2.25,0.35,0.32,0.78,0.23,0.65,0.69,3.85,3.61,4.43,6.59,4.78,3.74,2.25,3.15,2.26,0.06,648.0,'no'
-1.81,1.13,1.23,0.66,1.57,1.92,4.73,3.6,3.5,2.65,2.23,4.32,0.96,1.37,-0.53,0.9,-0.02,-0.72,-1.47,1.0,-0.77,650.0,'no'
1.76,-0.75,1.38,2.19,0.37,4.26,4.08,4.65,3.83,4.85,4.13,2.53,3.28,2.59,2.41,-0.6,0.75,-0.07,0.6,-0.33,0.26,651.0,'no'
1.2,-0.78,0.92,3.02,1.71,3.42,3.91,2.37,3.47,2.41,2.31,1.32,1.17,1.65,1.03,0.33,0.3,0.11,0.07,-0.56,-0.51,652.0,'no'
0.39,-0.25,1.21,0.28,-0.51,0.45,0.23,-0.17,2.05,4.34,2.26,3.87,4.75,4.68,5.15,2.53,1.38,3.05,1.86,1.35,1.1,653.0,'no'
-1.36,0.03,1.46,0.39,0.0,0.36,1.26,3.67,1.38,3.04,2.26,6.67,3.75,2.37,3.27,3.3,0.22,2.4,3.41,1.44,-0.31,654.0,'no'
-0.35,-1.48,1.05,-1.28,0.25,1.59,0.8,3.45,3.74,4.44,5.45,4.05,3.59,3.09,2.16,0.97,0.15,1.74,0.25,0.07,0.87,655.0,'no'
-0.99,0.11,3.23,2.31,1.81,4.27,5.49,6.16,3.9,3.26,1.54,2.27,2.12,0.44,-0.4,-0.42,1.24,-1.61,-0.75,0.63,0.16,656.0,'no'
-0.68,0.62,2.17,1.31,2.38,2.68,3.94,2.98,5.45,3.07,4.87,3.62,1.01,0.93,2.46,-1.02,-0.19,-0.5,-0.36,0.87,-1.73,657.0,'no'
2.3,-0.16,2.86,1.94,3.03,3.22,4.58,4.81,4.07,4.51,3.89,1.72,4.72,1.25,2.49,1.38,-0.51,-0.91,0.44,-1.7,0.24,658.0,'no'
-0.5,-0.77,3.47,2.56,2.23,3.42,2.94,4.92,4.92,4.85,5.31,2.31,3.28,0.79,0.07,2.13,0.48,-1.53,-1.14,-0.35,-0.47,659.0,'no'
0.99,-0.17,0.53,1.31,0.07,-0.45,2.64,1.74,3.17,4.19,3.92,6.55,2.69,3.6,1.94,1.32,0.32,0.32,0.68,-0.59,-1.06,662.0,'no'
-0.05,0.62,-0.49,-1.18,0.17,-0.24,0.43,1.56,1.4,2.39,3.53,4.45,4.04,2.82,3.19,4.94,3.33,2.78,0.08,1.65,0.51,665.0,'no'
0.4,-1.1,-0.14,0.91,2.54,0.05,3.02,3.24,4.21,4.91,5.51,4.69,2.52,0.62,1.95,-0.25,1.77,-1.07,-0.55,0.62,2.04,668.0,'no'
0.16,-1.53,0.83,-0.47,3.42,1.48,1.77,2.76,4.35,4.0,4.41,5.03,4.93,3.22,1.41,0.54,-0.21,0.27,0.23,0.61,0.78,669.0,'no'
1.8,2.14,1.7,3.96,4.01,4.51,4.43,3.86,5.34,3.99,4.1,1.96,-0.8,-0.57,-0.69,-0.69,-1.44,0.87,1.54,-2.18,-1.5,670.0,'no'
-0.74,1.32,1.1,3.35,1.51,2.27,4.85,3.96,3.4,3.79,3.66,4.06,2.79,0.86,1.3,0.68,-0.55,0.76,-0.03,-0.38,-1.68,671.0,'no'
1.56,0.34,0.72,0.89,1.44,1.85,2.43,3.77,3.95,3.16,4.75,4.01,3.2,2.12,2.65,1.1,0.21,-0.93,0.56,1.13,-1.24,673.0,'no'
0.9,-0.38,-0.68,-1.56,1.03,-0.26,0.97,-1.09,0.98,0.46,3.34,3.82,3.78,6.31,5.27,5.11,2.33,4.04,2.07,2.13,-0.15,674.0,'no'
0.3,-1.42,0.37,0.62,1.34,1.39,2.81,1.78,4.81,5.26,6.14,3.56,2.86,2.84,1.52,-0.16,1.32,1.48,0.99,-0.15,0.73,675.0,'no'
-0.29,-1.82,0.01,-1.41,0.53,0.66,1.44,3.63,3.43,4.35,5.23,4.29,3.84,1.9,4.35,2.32,-0.71,1.42,0.19,-0.66,-0.58,676.0,'no'
-1.21,1.69,1.48,2.26,2.66,4.66,6.43,5.2,3.66,2.94,1.26,1.32,-0.93,0.62,-0.19,0.77,-1.32,2.08,0.48,1.48,0.77,677.0,'no'
-0.17,-0.1,0.11,-0.75,1.11,1.26,1.02,0.66,3.97,4.43,5.07,4.11,5.15,3.31,2.6,1.35,-0.2,0.64,-0.95,0.2,1.35,678.0,'no'
0.25,0.4,0.89,0.06,0.15,1.39,1.37,3.18,1.48,3.61,2.97,4.12,3.93,5.74,3.54,3.58,1.87,1.57,1.15,-1.45,-1.52,680.0,'no'
0.65,0.25,1.43,2.58,4.31,3.52,3.13,4.98,2.91,3.64,3.2,2.68,0.64,2.07,1.28,1.12,0.13,1.01,0.09,0.45,1.88,682.0,'no'
-0.97,1.48,2.7,2.17,4.62,4.21,5.94,1.95,3.41,4.52,2.88,2.71,3.06,2.21,-0.42,0.57,-1.28,0.97,-1.46,0.53,0.53,683.0,'no'
0.25,-0.02,-0.98,0.01,-0.63,-0.97,0.32,0.84,-1.64,0.42,1.41,3.11,3.74,3.82,5.83,5.0,2.8,2.07,2.39,0.51,-2.22,684.0,'no'
0.86,1.01,1.04,1.64,0.37,2.77,2.45,4.48,2.92,4.11,3.82,4.56,3.34,1.95,1.29,-0.25,1.61,0.4,0.53,-0.61,-0.86,685.0,'no'
-0.1,0.73,0.1,1.25,1.96,4.46,4.93,2.42,4.23,3.5,2.61,1.63,1.1,-0.66,-2.28,0.3,-0.97,1.57,-0.03,-1.75,0.18,686.0,'no'
2.5,0.46,0.63,-0.98,-0.73,3.69,2.94,3.04,1.57,4.09,5.52,5.02,6.06,2.72,2.31,0.42,-0.36,0.31,-0.3,-0.7,1.01,687.0,'no'
-2.23,0.19,-0.41,-1.31,0.52,1.75,2.03,1.51,4.17,4.09,3.35,5.32,2.86,3.19,2.74,1.9,2.34,0.55,1.3,0.43,-0.58,688.0,'no'
-1.09,-0.07,0.29,1.71,0.61,1.68,3.07,4.16,3.4,5.47,4.08,2.31,4.07,1.85,1.23,-0.74,0.45,-1.09,-0.3,0.84,-0.02,689.0,'no'
-1.22,0.14,1.44,1.02,1.0,2.85,3.55,5.09,3.41,3.72,5.35,3.83,0.89,0.1,2.36,0.81,-0.18,-1.27,-0.85,-1.51,1.11,691.0,'no'
1.41,-0.3,-0.59,1.01,0.7,3.12,2.23,3.99,6.42,4.28,5.25,4.73,3.65,2.08,2.09,0.66,-0.45,2.33,-1.52,-0.69,-0.08,693.0,'no'
-1.61,0.04,-0.24,1.22,-1.98,2.11,1.11,2.12,1.25,2.27,3.95,2.88,4.19,3.23,4.87,2.75,2.85,3.42,1.74,-0.21,-0.46,694.0,'no'
-1.3,0.0,-0.02,-0.35,0.74,1.53,4.47,5.31,2.54,4.85,4.66,5.58,1.47,0.75,1.49,0.43,0.19,-1.22,2.03,-1.35,-0.92,696.0,'no'
0.59,-0.31,1.62,-1.87,0.14,-0.43,-1.07,0.55,-0.34,1.58,3.35,1.97,3.64,6.54,5.5,5.87,3.22,3.2,2.11,1.44,-0.06,697.0,'no'
-2.2,-0.9,1.63,3.33,3.58,4.28,5.57,5.47,3.0,6.07,3.64,2.19,-1.06,0.53,1.78,0.9,1.18,1.2,2.23,0.32,2.14,700.0,'no'
0.77,-1.56,1.95,-0.7,0.49,0.62,1.1,-0.77,1.56,2.83,2.52,3.95,5.2,4.79,7.39,0.91,2.05,2.58,3.12,0.49,0.63,701.0,'no'
1.75,-0.45,-0.02,1.75,2.18,1.77,3.79,4.0,4.62,4.02,1.35,2.71,2.17,2.55,-1.7,0.27,0.66,0.6,0.51,-0.69,-0.2,702.0,'no'
0.51,-1.18,2.03,0.69,0.11,1.13,0.63,1.87,2.24,2.08,3.96,3.39,3.15,4.07,3.55,3.54,2.52,0.97,1.12,0.16,0.82,706.0,'no'
1.18,0.88,-0.28,1.21,-0.33,-0.34,0.57,0.51,2.71,1.99,3.85,3.0,3.11,5.65,3.37,1.67,2.2,1.63,0.18,1.05,0.61,708.0,'no'
-0.11,-1.56,-0.39,0.39,-0.43,0.03,-0.78,-1.52,-0.35,-1.14,0.81,3.85,3.23,5.92,5.81,6.36,3.12,3.02,2.38,-0.01,2.37,709.0,'no'
1.76,0.42,0.08,-1.12,-0.65,2.14,1.24,3.19,3.36,4.09,4.37,3.2,3.4,2.58,2.92,1.63,0.79,0.8,0.81,-2.52,-1.15,710.0,'no'
1.56,-1.24,2.88,4.35,3.63,4.87,7.66,5.29,2.64,3.51,2.96,2.14,2.04,0.67,-0.53,1.3,-0.95,-1.09,0.05,-0.33,-1.18,711.0,'no'
-0.39,-0.1,-0.95,-1.62,-0.49,0.19,0.6,2.04,0.5,3.09,4.46,4.74,2.92,3.39,2.68,1.82,1.51,3.32,0.5,0.67,-0.64,712.0,'no'
-1.15,2.43,-0.69,0.44,1.07,2.08,4.74,3.41,3.48,4.75,3.7,3.6,2.64,3.48,0.41,1.11,0.84,0.97,0.4,0.5,0.9,713.0,'no'
-0.93,0.99,3.07,2.22,4.12,5.32,5.1,4.26,6.06,3.67,2.38,-0.73,-0.73,-1.79,0.11,0.93,-0.66,-0.17,-0.42,0.27,-0.06,714.0,'no'
1.64,-0.49,2.18,1.5,4.45,6.35,4.07,3.36,5.1,2.8,2.16,1.23,1.77,2.55,0.45,-0.74,0.08,0.72,0.12,0.1,0.08,715.0,'no'
-0.26,0.68,2.29,2.37,3.18,5.65,5.39,4.87,3.85,2.8,2.28,0.63,0.59,0.69,-0.98,-0.79,0.84,-0.44,-1.41,-0.19,-1.09,717.0,'no'
-2.02,-0.84,-1.2,-0.73,-1.68,-0.24,1.11,4.43,5.19,4.65,3.1,4.84,2.7,2.25,2.22,1.14,0.73,0.05,0.6,0.03,0.03,721.0,'no'
-2.17,1.33,0.33,-0.5,1.01,1.07,1.06,2.59,1.13,3.5,3.72,3.24,4.86,2.07,3.05,1.5,2.08,2.45,-1.74,2.05,1.72,723.0,'no'
-1.38,0.42,-0.12,1.04,-0.09,-0.32,1.19,0.33,1.1,0.06,4.84,2.2,4.54,4.08,5.89,5.37,1.6,3.39,0.55,1.31,-0.01,724.0,'no'
1.31,1.36,0.27,2.05,3.74,3.63,4.33,5.01,4.15,4.19,5.45,3.82,2.79,3.03,2.06,1.51,0.74,1.6,0.79,-1.67,1.28,725.0,'no'
-1.03,1.31,2.55,2.31,2.28,2.57,3.2,2.62,4.43,4.82,4.35,3.81,3.19,2.29,1.02,0.83,1.84,1.37,1.95,-0.88,-0.04,727.0,'no'
0.02,-1.25,0.65,0.76,0.85,2.03,2.62,4.66,3.51,3.82,3.59,4.2,3.24,3.1,2.92,0.45,0.97,0.31,0.81,-0.92,0.0,728.0,'no'
0.36,2.22,1.88,3.99,2.79,5.01,5.13,5.23,3.97,2.69,1.92,0.43,0.01,0.22,0.07,-0.94,-0.17,-1.17,0.57,0.21,-0.58,729.0,'no'
0.02,-1.03,0.2,2.34,0.14,2.77,3.44,3.13,4.87,6.14,3.66,2.25,2.03,1.0,2.02,-0.18,0.17,-0.03,-1.27,0.68,-0.09,731.0,'no'
1.26,-0.26,-0.01,2.0,2.56,3.32,5.33,4.87,3.58,4.12,4.45,0.09,-0.11,-0.3,-0.31,-0.09,-2.68,-0.28,-1.51,0.65,0.94,732.0,'no'
-0.07,-0.74,-0.33,1.55,1.34,0.54,3.14,3.34,4.71,4.64,5.34,3.96,2.78,2.58,0.67,1.24,0.35,-0.74,-1.15,-1.86,0.3,733.0,'no'
1.68,0.12,-0.69,-0.84,-0.98,0.38,0.7,2.84,4.17,2.62,3.48,5.62,2.73,5.5,2.74,2.05,0.06,-0.38,-0.25,1.18,0.65,734.0,'no'
-1.54,-2.73,-0.31,-0.19,0.67,1.44,1.87,1.63,4.67,6.08,6.03,2.72,4.7,4.66,3.47,1.81,1.34,1.01,0.85,0.51,-0.53,735.0,'no'
-0.99,-1.13,1.19,-1.38,-0.47,1.02,2.29,4.24,2.94,4.37,5.61,3.92,4.48,1.85,4.05,0.5,2.37,0.92,-1.33,0.8,-0.96,736.0,'no'
-0.96,1.24,-1.31,-1.59,0.29,-0.06,1.63,-0.33,0.33,1.3,3.87,5.86,4.25,3.74,6.71,5.18,1.67,2.05,-0.39,2.27,0.71,738.0,'no'
-0.26,-1.0,1.21,-0.47,2.99,3.73,3.39,3.47,2.88,3.87,3.13,3.58,1.92,1.24,1.14,0.52,-0.12,-0.02,-0.53,1.57,0.91,739.0,'no'
-0.07,1.41,0.16,1.05,0.28,3.68,3.55,4.84,4.07,2.7,4.34,2.49,3.71,3.13,3.32,1.25,-0.56,-0.26,1.59,0.87,-0.56,740.0,'no'
-1.78,1.87,0.19,2.33,0.28,2.26,3.97,2.99,3.15,5.0,4.89,3.23,2.46,2.04,3.09,-0.29,0.27,1.14,-0.9,1.93,1.42,741.0,'no'
0.76,0.57,1.02,3.47,2.3,5.04,1.86,2.16,4.63,5.24,3.96,3.4,2.61,0.75,1.26,-0.36,0.96,1.46,0.1,1.14,-1.11,742.0,'no'
-0.46,0.39,-0.84,-0.82,0.08,-0.03,0.61,-0.5,1.07,1.51,0.94,2.12,6.32,5.0,4.64,5.51,3.11,2.82,1.14,1.85,0.78,743.0,'no'
-0.81,0.2,0.77,-1.25,0.22,0.05,-0.76,1.51,1.14,1.87,1.33,4.59,3.93,4.64,3.9,3.37,2.47,1.23,1.55,-1.75,1.08,745.0,'no'
1.75,-0.3,-0.77,0.54,-0.04,0.72,3.0,2.19,4.11,4.22,5.34,2.78,5.34,2.56,3.07,0.52,1.02,0.2,0.91,0.3,1.76,747.0,'no'
-2.03,0.65,0.12,0.23,0.52,0.64,3.38,2.4,5.11,4.91,6.87,2.79,4.74,2.46,2.02,4.4,0.78,0.05,0.46,3.1,-0.64,748.0,'no'
-1.47,-0.18,0.47,1.83,-0.67,-0.01,2.49,0.09,2.53,1.37,3.31,5.45,4.64,3.97,2.59,4.22,1.57,1.67,1.17,1.78,-0.65,749.0,'no'
1.43,1.99,3.89,2.19,5.71,4.69,5.55,5.74,4.12,4.38,3.81,1.57,2.28,-0.89,1.44,-1.8,1.06,-0.9,-0.69,-1.27,1.15,751.0,'no'
-1.0,1.59,-0.79,1.62,-0.33,-0.26,1.08,1.55,0.11,0.55,4.66,3.36,3.51,6.92,3.69,4.02,3.45,2.38,0.13,1.55,2.36,753.0,'no'
1.11,0.21,-1.12,2.13,-1.67,1.94,2.9,4.23,3.43,6.1,5.16,3.05,2.89,3.78,2.2,0.59,-1.12,-1.49,-0.13,0.69,-0.12,754.0,'no'
1.13,-0.32,0.04,-0.85,-0.21,-0.1,-1.01,0.69,1.7,3.35,4.01,2.35,3.98,6.02,4.66,3.04,1.86,1.47,1.07,2.71,-1.32,756.0,'no'
0.17,1.23,1.29,0.89,0.47,4.42,3.73,3.47,4.72,3.68,2.56,5.27,2.1,2.71,-0.1,0.51,-1.61,1.46,-0.51,0.05,-0.45,757.0,'no'
1.54,0.07,2.57,2.61,2.78,4.56,4.93,4.3,2.91,3.79,3.87,1.02,0.56,-0.01,1.61,1.01,-1.33,0.97,-1.26,-0.4,0.43,758.0,'no'
-1.98,0.2,-0.81,-1.05,-0.65,-0.49,-0.23,0.78,2.44,2.69,3.42,4.05,4.09,2.75,6.34,2.93,3.33,0.33,-0.12,1.33,1.46,760.0,'no'
2.05,1.15,-1.01,1.11,-1.17,-0.29,1.11,2.42,1.11,0.6,3.02,1.3,3.2,5.2,6.67,4.1,3.18,2.25,1.28,3.0,-0.67,762.0,'no'
0.49,0.36,1.61,2.02,-0.76,3.06,2.7,2.5,5.52,4.04,4.02,2.74,2.78,3.68,2.29,-0.38,-0.44,-0.43,-0.09,0.21,0.0,764.0,'no'
2.23,1.12,1.53,2.26,4.33,3.71,6.1,4.21,3.08,3.29,3.46,1.82,0.96,0.23,0.69,0.2,2.3,-0.12,-1.25,-1.4,0.05,766.0,'no'
-0.35,-0.46,-0.4,-0.55,-0.85,0.87,0.71,2.43,1.5,3.34,3.73,3.5,5.18,4.83,4.5,4.51,2.5,0.2,-0.99,-0.57,1.46,767.0,'no'
-2.17,0.54,-0.29,-1.61,0.61,-0.94,2.2,4.01,3.05,5.59,5.29,4.17,5.16,1.54,3.74,2.04,-0.7,1.56,-0.41,-0.43,-0.3,769.0,'no'
0.74,1.05,1.06,4.32,3.32,4.5,5.42,4.54,4.53,3.93,2.61,0.97,-1.89,-0.31,1.88,1.46,0.63,-2.64,0.77,-0.18,-0.02,771.0,'no'
-1.48,0.27,-0.54,1.98,1.41,2.39,2.01,3.02,4.92,2.03,6.83,4.17,1.25,3.1,0.28,2.19,-0.06,0.68,-1.25,-0.57,-0.4,772.0,'no'
0.34,0.09,0.33,0.76,0.1,4.11,3.33,5.16,4.26,4.8,3.72,3.72,0.82,1.49,0.56,0.9,-2.7,-0.63,2.5,0.18,-2.44,774.0,'no'
-0.19,-0.07,1.39,0.8,3.41,0.81,3.88,4.25,3.58,5.97,5.33,2.19,2.28,1.05,4.1,0.65,-1.61,0.95,0.29,0.83,1.09,775.0,'no'
0.98,-0.14,1.34,1.47,-0.11,4.06,4.15,4.02,4.38,3.34,3.29,2.09,0.82,0.18,0.57,-0.03,1.3,1.92,-0.91,0.12,-0.38,777.0,'no'
0.7,-1.12,-0.19,-0.34,-0.83,0.09,0.6,1.4,0.1,1.73,3.06,6.31,4.45,4.02,5.75,3.03,1.32,1.42,2.16,-1.46,0.98,778.0,'no'
-0.49,1.04,-0.28,-0.97,1.5,0.57,1.77,1.89,1.5,3.08,2.91,4.22,5.52,4.3,5.16,2.08,4.0,1.84,0.02,-0.63,0.89,779.0,'no'
0.01,-0.47,-0.2,2.71,3.35,2.47,5.84,5.33,4.46,4.58,2.34,-0.02,-1.51,0.24,-1.62,-1.04,0.61,-0.32,-0.49,0.33,0.78,780.0,'no'
-0.5,0.38,0.7,1.15,0.42,0.96,3.44,1.99,2.35,3.97,5.5,3.32,2.21,0.56,1.2,0.44,0.55,1.12,-1.6,-2.06,-1.26,784.0,'no'
0.07,0.77,-0.73,-1.2,0.98,3.37,2.9,3.95,3.24,4.09,5.78,4.93,3.23,1.68,1.12,3.12,-0.2,2.55,1.05,0.45,-2.03,785.0,'no'
-1.0,0.14,2.15,2.55,4.92,5.3,4.32,4.68,5.71,2.4,1.35,1.4,1.8,1.69,-0.23,0.38,1.96,0.17,0.79,2.05,0.41,787.0,'no'
0.5,0.13,0.73,1.73,2.93,3.55,2.83,3.56,3.6,2.76,4.51,3.13,0.58,1.39,-0.67,1.86,0.33,-0.1,0.15,0.75,-0.39,789.0,'no'
-1.22,-1.18,0.94,0.61,5.57,4.0,6.76,4.78,4.11,3.07,2.35,2.64,-0.08,1.05,0.71,1.01,1.12,1.25,1.0,-0.02,2.19,790.0,'no'
0.12,0.15,-0.06,-0.97,0.32,0.86,1.95,3.52,2.07,4.5,8.5,3.12,3.29,3.66,1.65,-0.26,0.48,2.47,2.05,-1.47,1.64,794.0,'no'
0.45,1.8,1.44,0.06,1.31,-0.25,2.24,2.17,2.83,3.83,5.8,3.25,1.35,1.64,3.53,1.86,-1.23,0.3,-1.34,-0.43,1.48,795.0,'no'
0.03,0.35,0.78,0.81,-0.65,-0.12,1.96,1.46,2.22,5.78,5.05,3.11,2.26,2.94,1.16,2.33,-0.75,0.99,0.15,-0.94,0.3,797.0,'no'
-0.14,0.63,1.76,1.08,3.94,5.46,7.49,5.07,5.82,2.82,5.07,1.06,2.1,1.89,-0.24,1.02,1.72,-0.1,1.19,0.03,-1.35,798.0,'no'
-1.56,-2.15,0.99,-0.28,-1.06,0.99,1.6,2.86,4.2,1.78,3.62,5.14,4.83,4.15,3.39,5.8,0.71,0.12,-0.42,-0.64,-0.28,801.0,'no'
-0.16,-0.45,-1.16,0.5,0.12,-0.43,-0.12,0.98,3.5,2.89,4.11,4.5,3.69,3.83,3.93,3.36,1.9,0.57,1.2,0.86,-1.12,802.0,'no'
-0.93,0.44,-1.24,-0.56,-1.38,-0.05,3.32,2.86,2.98,4.75,4.93,5.85,4.07,2.09,2.62,3.12,1.17,0.53,0.12,-0.25,-0.29,804.0,'no'
1.03,1.39,-0.81,1.89,4.47,1.8,5.34,5.82,3.03,4.39,4.12,3.69,2.59,3.6,-0.42,-2.02,2.37,-0.41,0.62,-0.8,0.26,805.0,'no'
0.33,0.26,-1.46,0.26,-0.45,1.14,2.4,1.37,0.7,1.96,4.74,3.52,3.94,3.65,5.62,6.86,3.2,2.94,3.06,1.73,0.44,806.0,'no'
2.01,0.66,-0.31,0.65,1.68,2.95,7.04,5.0,6.2,2.58,2.53,3.21,0.2,-0.06,1.0,-0.01,2.85,0.66,-0.07,0.54,-0.67,808.0,'no'
-1.04,1.48,2.05,0.77,1.1,1.03,1.35,4.66,4.89,5.71,5.87,3.33,1.92,1.46,2.51,0.02,-0.17,1.16,-0.58,0.0,0.45,809.0,'no'
0.76,0.59,0.77,-2.56,-1.15,-0.89,1.98,2.95,3.03,3.73,6.41,5.91,5.3,3.65,2.08,1.45,0.69,0.86,0.99,-0.03,0.2,810.0,'no'
-0.41,1.65,3.03,2.08,4.0,3.75,4.85,6.65,2.58,3.76,1.25,1.14,-1.1,0.67,1.32,-1.8,0.13,0.23,0.29,-0.72,-1.67,812.0,'no'
0.93,-1.73,1.06,0.69,-0.12,3.32,0.78,2.17,2.57,4.26,2.83,2.35,4.36,2.22,3.0,3.01,2.43,2.54,1.73,-0.12,1.42,817.0,'no'
0.72,0.58,1.48,1.07,2.24,3.43,4.4,2.99,5.64,5.26,6.23,4.13,0.39,0.23,1.98,1.06,1.14,-0.13,1.47,1.39,-0.41,818.0,'no'
-1.38,1.83,0.16,-0.3,0.76,1.56,4.71,4.42,3.24,3.94,6.12,5.07,4.45,3.9,1.1,1.68,-0.6,-1.39,0.78,-1.35,0.35,819.0,'no'
-0.2,0.79,2.22,-0.92,-1.24,-0.09,0.24,2.06,1.67,1.37,5.79,4.91,2.75,3.38,1.43,0.57,-1.15,1.32,-0.08,-1.48,-1.12,820.0,'no'
-0.58,1.11,-0.32,2.15,-0.76,4.37,3.89,4.09,3.39,4.02,5.83,4.77,1.3,0.75,0.21,0.15,-0.91,1.31,-0.1,0.0,-0.61,821.0,'no'
-0.39,-0.65,0.13,-0.87,-2.89,-0.26,0.94,1.96,2.52,4.08,4.52,5.16,2.75,3.69,4.03,2.87,1.31,2.52,2.31,-0.07,-0.69,822.0,'no'
1.89,-1.65,3.52,-0.59,0.94,1.54,2.29,3.5,5.07,4.48,5.62,4.17,2.94,5.39,1.83,1.83,-0.38,-0.3,0.48,0.63,1.06,824.0,'no'
0.01,-0.66,-0.2,2.22,-0.26,-0.65,-0.34,0.85,-1.29,1.21,1.4,3.5,4.89,6.29,4.63,3.41,3.44,0.74,2.56,1.11,-1.7,826.0,'no'
0.04,-1.24,1.82,0.8,0.51,1.58,1.82,3.36,4.32,2.94,5.86,4.58,3.03,1.9,3.05,1.69,0.09,0.9,0.53,0.75,0.76,828.0,'no'
-2.48,0.59,1.0,2.11,-0.28,6.48,4.47,3.57,3.15,3.61,6.02,5.39,2.66,3.01,1.74,3.1,-0.15,-0.18,-1.7,-0.23,0.66,829.0,'no'
-1.61,0.49,0.77,1.26,3.02,5.91,3.72,4.5,4.86,3.98,3.59,1.32,2.16,0.86,1.45,1.05,-0.45,-0.03,-0.58,1.08,0.32,830.0,'no'
0.55,1.79,0.57,-1.3,-0.07,1.58,1.65,2.04,3.22,5.93,6.08,4.15,3.24,2.72,2.24,2.42,1.84,-0.16,1.14,0.83,0.3,832.0,'no'
-0.86,0.01,-1.22,0.53,0.94,1.06,1.78,3.37,4.69,3.26,7.43,5.51,3.11,1.74,1.54,2.26,-0.04,-1.36,-0.54,0.73,-1.77,835.0,'no'
1.22,-0.8,1.28,0.8,0.35,0.82,4.75,2.34,3.39,4.17,3.61,2.61,5.55,4.92,2.41,2.69,-0.92,-0.14,1.72,0.47,2.23,836.0,'no'
-1.36,-2.6,-0.3,-1.64,0.4,-1.89,1.12,3.11,3.25,5.81,4.53,3.63,4.55,3.65,1.24,0.75,-0.48,-0.94,0.17,-1.84,2.02,837.0,'no'
-0.85,-0.76,-0.47,0.16,0.07,-1.24,0.98,2.08,3.91,6.25,6.5,6.12,3.75,2.99,2.7,2.86,0.39,-0.02,-0.8,0.13,1.2,838.0,'no'
-0.29,-0.38,-0.13,0.01,-1.08,-0.69,2.85,1.21,1.0,0.98,4.27,4.13,4.26,2.68,4.06,2.21,0.01,0.88,-1.0,0.6,0.04,840.0,'no'
