'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','id','outlier'
6.0,39.0,234.0,6.5,0.303,0.739,1.58,71.0,173.0,45.0,1210.0,'no'
7.0,115.0,805.0,16.429,0.273,0.704,1.72,220.0,567.0,128.0,1211.0,'no'
5.0,88.0,440.0,17.6,0.364,0.775,1.67,160.0,341.0,96.0,1212.0,'no'
5.0,27.0,135.0,5.4,0.407,0.815,2.12,55.0,110.0,26.0,1213.0,'no'
11.0,337.0,3707.0,30.636,0.179,0.648,2.09,664.0,2402.0,318.0,1214.0,'no'
7.0,17.0,119.0,2.429,0.454,0.866,3.18,54.0,103.0,17.0,1215.0,'no'
5.0,333.0,1665.0,66.6,0.374,0.413,36.65,623.0,688.0,17.0,1216.0,'yes'
22.0,70.0,1540.0,3.182,0.525,0.838,11.54,808.0,1290.0,70.0,1217.0,'no'
8.0,74.0,592.0,9.25,0.412,0.845,2.14,244.0,500.0,114.0,1218.0,'no'
7.0,191.0,1337.0,27.286,0.307,0.748,1.66,411.0,1000.0,247.0,1219.0,'no'
8.0,68.0,544.0,8.5,0.336,0.868,1.91,183.0,472.0,96.0,1220.0,'no'
8.0,69.0,552.0,8.625,0.312,0.842,1.91,172.0,465.0,90.0,1221.0,'no'
10.0,127.0,1270.0,12.7,0.388,0.798,2.35,493.0,1014.0,210.0,1222.0,'no'
9.0,91.0,819.0,10.111,0.233,0.789,1.71,191.0,646.0,112.0,1223.0,'no'
10.0,105.0,1050.0,10.5,0.234,0.811,1.7,246.0,852.0,145.0,1224.0,'no'
8.0,61.0,488.0,7.625,0.316,0.967,2.03,154.0,472.0,76.0,1225.0,'no'
8.0,127.0,1016.0,15.875,0.314,0.825,1.98,319.0,838.0,161.0,1226.0,'no'
11.0,30.0,330.0,2.727,0.379,0.739,3.05,125.0,244.0,41.0,1227.0,'no'
5.0,29.0,145.0,5.8,0.4,0.89,1.87,58.0,129.0,31.0,1228.0,'no'
7.0,100.0,700.0,14.286,0.294,0.633,1.67,206.0,443.0,123.0,1229.0,'no'
6.0,50.0,300.0,8.333,0.327,0.777,2.0,98.0,233.0,49.0,1230.0,'no'
5.0,43.0,215.0,8.6,0.405,0.981,1.61,87.0,211.0,54.0,1231.0,'no'
9.0,42.0,378.0,4.667,0.45,0.905,2.79,170.0,342.0,61.0,1232.0,'no'
10.0,35.0,350.0,3.5,0.434,0.803,2.34,152.0,281.0,65.0,1233.0,'no'
9.0,40.0,360.0,4.444,0.494,0.925,2.92,178.0,333.0,61.0,1234.0,'no'
13.0,84.0,1092.0,6.462,0.35,0.59,3.16,382.0,644.0,121.0,1235.0,'no'
10.0,249.0,2490.0,24.9,0.462,0.842,3.53,1151.0,2097.0,326.0,1236.0,'no'
38.0,410.0,15580.0,10.789,0.279,0.696,2.39,4341.0,10849.0,1815.0,1237.0,'no'
12.0,232.0,2784.0,19.333,0.316,0.703,2.34,879.0,1957.0,375.0,1238.0,'no'
12.0,67.0,804.0,5.583,0.376,0.751,2.99,302.0,604.0,101.0,1239.0,'no'
10.0,119.0,1190.0,11.9,0.392,0.891,2.46,467.0,1060.0,190.0,1240.0,'no'
12.0,116.0,1392.0,9.667,0.331,0.756,2.62,461.0,1053.0,176.0,1241.0,'no'
11.0,104.0,1144.0,9.455,0.377,0.779,2.57,431.0,891.0,168.0,1242.0,'no'
43.0,62.0,2666.0,1.442,0.08,0.17,6.63,212.0,454.0,32.0,1243.0,'yes'
10.0,33.0,330.0,3.3,0.294,0.791,1.83,97.0,261.0,53.0,1244.0,'no'
11.0,101.0,1111.0,9.182,0.33,0.734,2.68,367.0,815.0,137.0,1245.0,'no'
9.0,108.0,972.0,12.0,0.364,0.794,2.15,354.0,772.0,165.0,1247.0,'no'
8.0,185.0,1480.0,23.125,0.265,0.611,1.97,392.0,905.0,199.0,1248.0,'no'
5.0,38.0,190.0,7.6,0.316,0.695,2.07,60.0,132.0,29.0,1249.0,'no'
7.0,116.0,812.0,16.571,0.309,0.676,2.2,251.0,549.0,114.0,1250.0,'no'
6.0,89.0,534.0,14.833,0.298,0.758,1.61,159.0,405.0,99.0,1251.0,'no'
3.0,27.0,81.0,9.0,0.481,0.926,1.77,39.0,75.0,22.0,1252.0,'no'
10.0,174.0,1740.0,17.4,0.278,0.733,2.02,483.0,1276.0,239.0,1253.0,'no'
7.0,17.0,119.0,2.429,0.555,0.933,2.64,66.0,111.0,25.0,1254.0,'no'
8.0,28.0,224.0,3.5,0.308,0.835,3.14,69.0,187.0,22.0,1255.0,'no'
8.0,46.0,368.0,5.75,0.291,0.886,2.23,107.0,326.0,48.0,1256.0,'no'
22.0,71.0,1562.0,3.227,0.499,0.836,10.99,780.0,1306.0,71.0,1257.0,'no'
10.0,75.0,750.0,7.5,0.451,0.86,2.84,338.0,645.0,119.0,1258.0,'no'
8.0,192.0,1536.0,24.0,0.316,0.746,1.74,485.0,1146.0,279.0,1259.0,'no'
8.0,70.0,560.0,8.75,0.464,0.988,2.36,260.0,553.0,110.0,1260.0,'no'
10.0,121.0,1210.0,12.1,0.415,0.879,2.61,502.0,1063.0,192.0,1261.0,'no'
9.0,71.0,639.0,7.889,0.352,0.897,1.97,225.0,573.0,114.0,1262.0,'no'
11.0,23.0,253.0,2.091,0.415,0.858,3.5,105.0,217.0,30.0,1263.0,'no'
27.0,115.0,3105.0,4.259,0.293,0.672,2.35,910.0,2087.0,388.0,1264.0,'no'
11.0,90.0,990.0,8.182,0.362,0.808,2.82,358.0,800.0,127.0,1265.0,'no'
9.0,71.0,639.0,7.889,0.294,0.762,2.16,188.0,487.0,87.0,1266.0,'no'
10.0,83.0,830.0,8.3,0.425,0.86,2.92,353.0,714.0,121.0,1267.0,'no'
8.0,132.0,1056.0,16.5,0.36,0.921,2.1,380.0,973.0,181.0,1268.0,'no'
6.0,101.0,606.0,16.833,0.393,0.752,1.98,238.0,456.0,120.0,1269.0,'no'
6.0,51.0,306.0,8.5,0.454,0.817,2.44,139.0,250.0,57.0,1270.0,'no'
6.0,45.0,270.0,7.5,0.456,0.967,1.64,123.0,261.0,75.0,1271.0,'no'
16.0,44.0,704.0,2.75,0.376,0.744,2.39,265.0,524.0,111.0,1272.0,'no'
9.0,35.0,315.0,3.889,0.397,0.832,1.92,125.0,262.0,65.0,1273.0,'no'
9.0,42.0,378.0,4.667,0.452,0.942,2.85,171.0,356.0,60.0,1274.0,'no'
11.0,104.0,1144.0,9.455,0.367,0.747,2.56,420.0,854.0,164.0,1275.0,'no'
13.0,414.0,5382.0,31.846,0.357,0.653,3.08,1919.0,3514.0,623.0,1276.0,'no'
10.0,181.0,1810.0,18.1,0.491,0.866,3.25,888.0,1567.0,273.0,1277.0,'no'
11.0,413.0,4543.0,37.545,0.356,0.806,2.44,1619.0,3662.0,664.0,1278.0,'no'
13.0,348.0,4524.0,26.769,0.308,0.721,2.57,1395.0,3262.0,543.0,1279.0,'no'
12.0,414.0,4968.0,34.5,0.313,0.734,2.3,1554.0,3646.0,675.0,1280.0,'no'
10.0,20.0,200.0,2.0,0.4,0.605,3.48,80.0,121.0,23.0,1281.0,'no'
10.0,413.0,4130.0,41.3,0.315,0.731,2.47,1302.0,3018.0,527.0,1282.0,'no'
10.0,51.0,510.0,5.1,0.41,0.667,3.12,209.0,340.0,67.0,1283.0,'no'
12.0,69.0,828.0,5.75,0.4,0.74,3.48,331.0,613.0,95.0,1284.0,'no'
10.0,121.0,1210.0,12.1,0.402,0.849,2.7,486.0,1027.0,180.0,1285.0,'no'
12.0,118.0,1416.0,9.833,0.35,0.778,2.98,495.0,1102.0,166.0,1286.0,'no'
12.0,105.0,1260.0,8.75,0.37,0.717,2.91,466.0,903.0,160.0,1287.0,'no'
33.0,28.0,924.0,0.848,0.098,0.271,5.69,91.0,250.0,16.0,1288.0,'yes'
17.0,60.0,1020.0,3.529,0.139,0.371,7.1,142.0,378.0,20.0,1289.0,'yes'
10.0,33.0,330.0,3.3,0.282,0.839,1.82,93.0,277.0,51.0,1290.0,'no'
10.0,50.0,500.0,5.0,0.472,0.812,2.74,236.0,406.0,86.0,1291.0,'no'
10.0,98.0,980.0,9.8,0.392,0.849,2.49,384.0,832.0,154.0,1292.0,'no'
10.0,1.0,10.0,0.1,1.0,1.0,10.0,10.0,10.0,1.0,1293.0,'yes'
9.0,108.0,972.0,12.0,0.389,0.88,2.22,378.0,855.0,170.0,1294.0,'no'
14.0,186.0,2604.0,13.286,0.307,0.652,2.5,799.0,1698.0,319.0,1295.0,'no'
6.0,39.0,234.0,6.5,0.466,0.889,2.1,109.0,208.0,52.0,1296.0,'no'
6.0,89.0,534.0,14.833,0.403,0.82,2.03,215.0,438.0,106.0,1297.0,'no'
4.0,65.0,260.0,16.25,0.296,0.631,2.66,77.0,164.0,29.0,1298.0,'no'
7.0,389.0,2723.0,55.571,0.167,0.584,1.19,455.0,1591.0,381.0,1299.0,'no'
3.0,3.0,9.0,1.0,0.778,0.778,7.0,7.0,7.0,1.0,1300.0,'no'
19.0,45.0,855.0,2.368,0.243,0.582,3.01,208.0,498.0,69.0,1301.0,'no'
24.0,96.0,2304.0,4.0,0.208,0.504,3.18,480.0,1161.0,151.0,1302.0,'no'
18.0,79.0,1422.0,4.389,0.257,0.616,3.17,365.0,876.0,115.0,1303.0,'no'
24.0,64.0,1536.0,2.667,0.227,0.57,3.38,348.0,875.0,103.0,1304.0,'no'
18.0,48.0,864.0,2.667,0.264,0.524,4.3,228.0,453.0,53.0,1305.0,'no'
18.0,64.0,1152.0,3.556,0.261,0.705,3.24,301.0,812.0,93.0,1306.0,'no'
12.0,10.0,120.0,0.833,0.442,0.792,5.3,53.0,95.0,10.0,1307.0,'no'
9.0,35.0,315.0,3.889,0.273,0.654,1.65,86.0,206.0,52.0,1308.0,'no'
9.0,77.0,693.0,8.556,0.251,0.56,1.87,174.0,388.0,93.0,1309.0,'no'
9.0,21.0,189.0,2.333,0.302,0.614,1.9,57.0,116.0,30.0,1310.0,'no'
9.0,23.0,207.0,2.556,0.169,0.319,2.92,35.0,66.0,12.0,1311.0,'no'
10.0,26.0,260.0,2.6,0.312,0.577,2.03,81.0,150.0,40.0,1312.0,'no'
9.0,264.0,2376.0,29.333,0.261,0.612,1.99,619.0,1455.0,311.0,1313.0,'no'
5.0,7.0,35.0,1.4,0.229,0.6,2.67,8.0,21.0,3.0,1314.0,'yes'
10.0,197.0,1970.0,19.7,0.245,0.751,1.87,482.0,1479.0,258.0,1315.0,'no'
9.0,68.0,612.0,7.556,0.335,0.789,2.33,205.0,483.0,88.0,1316.0,'no'
9.0,17.0,153.0,1.889,0.144,0.458,3.14,22.0,70.0,7.0,1317.0,'yes'
4.0,8.0,32.0,2.0,0.344,0.531,5.5,11.0,17.0,2.0,1318.0,'yes'
85.0,69.0,5865.0,0.812,0.165,0.441,1.44,969.0,2588.0,674.0,1319.0,'yes'
13.0,13.0,169.0,1.0,0.124,0.45,3.5,21.0,76.0,6.0,1320.0,'yes'
7.0,55.0,385.0,7.857,0.374,0.821,2.09,144.0,316.0,69.0,1321.0,'no'
7.0,41.0,287.0,5.857,0.425,0.993,1.97,122.0,285.0,62.0,1322.0,'no'
8.0,67.0,536.0,8.375,0.392,0.724,2.31,210.0,388.0,91.0,1323.0,'no'
7.0,12.0,84.0,1.714,0.476,0.762,2.86,40.0,64.0,14.0,1324.0,'no'
7.0,26.0,182.0,3.714,0.33,0.786,2.07,60.0,143.0,29.0,1325.0,'no'
8.0,35.0,280.0,4.375,0.321,0.775,1.76,90.0,217.0,51.0,1326.0,'no'
10.0,272.0,2720.0,27.2,0.279,0.789,1.98,758.0,2147.0,382.0,1327.0,'no'
9.0,272.0,2448.0,30.222,0.269,0.696,1.93,659.0,1704.0,342.0,1328.0,'no'
14.0,19.0,266.0,1.357,0.128,0.541,2.83,34.0,144.0,12.0,1329.0,'yes'
14.0,19.0,266.0,1.357,0.113,0.504,30.0,30.0,134.0,1.0,1330.0,'yes'
9.0,271.0,2439.0,30.111,0.284,0.677,1.93,692.0,1651.0,358.0,1331.0,'no'
10.0,271.0,2710.0,27.1,0.251,0.754,1.88,679.0,2044.0,362.0,1332.0,'no'
10.0,272.0,2720.0,27.2,0.232,0.65,1.98,631.0,1767.0,319.0,1333.0,'no'
15.0,14.0,210.0,0.933,0.11,0.338,1.92,23.0,71.0,12.0,1334.0,'yes'
10.0,271.0,2710.0,27.1,0.249,0.704,1.89,675.0,1908.0,358.0,1335.0,'no'
9.0,271.0,2439.0,30.111,0.292,0.727,1.9,712.0,1774.0,374.0,1336.0,'no'
7.0,24.0,168.0,3.429,0.101,0.298,1.89,17.0,50.0,9.0,1337.0,'yes'
10.0,271.0,2710.0,27.1,0.267,0.698,1.96,724.0,1892.0,369.0,1338.0,'no'
5.0,12.0,60.0,2.4,0.133,0.267,4.0,8.0,16.0,2.0,1339.0,'yes'
8.0,5.0,40.0,0.625,0.275,0.45,3.67,11.0,18.0,3.0,1340.0,'yes'
9.0,271.0,2439.0,30.111,0.285,0.707,1.82,696.0,1724.0,382.0,1341.0,'no'
4.0,5.0,20.0,1.25,0.35,0.8,2.33,7.0,16.0,3.0,1342.0,'yes'
9.0,272.0,2448.0,30.222,0.277,0.67,1.86,679.0,1640.0,365.0,1343.0,'no'
7.0,15.0,105.0,2.143,0.114,0.295,2.4,12.0,31.0,5.0,1344.0,'yes'
8.0,271.0,2168.0,33.875,0.314,0.819,1.82,681.0,1775.0,375.0,1345.0,'no'
7.0,13.0,91.0,1.857,0.154,0.484,2.0,14.0,44.0,7.0,1346.0,'yes'
9.0,198.0,1782.0,22.0,0.289,0.681,1.88,515.0,1213.0,274.0,1347.0,'no'
4.0,7.0,28.0,1.75,0.286,1.0,2.0,8.0,28.0,4.0,1348.0,'yes'
5.0,3.0,15.0,0.6,0.467,0.6,3.5,7.0,9.0,2.0,1350.0,'yes'
7.0,4.0,28.0,0.571,0.286,0.357,8.0,8.0,10.0,1.0,1351.0,'no'
7.0,65.0,455.0,9.286,0.316,0.848,1.52,144.0,386.0,95.0,1352.0,'no'
23.0,271.0,6233.0,11.783,0.126,0.359,1.87,786.0,2239.0,420.0,1353.0,'no'
8.0,29.0,232.0,3.625,0.384,0.884,2.07,89.0,205.0,43.0,1354.0,'no'
8.0,7.0,56.0,0.875,0.304,0.946,1.55,17.0,53.0,11.0,1355.0,'no'
8.0,11.0,88.0,1.375,0.318,0.864,1.33,28.0,76.0,21.0,1356.0,'no'
8.0,69.0,552.0,8.625,0.279,0.687,1.5,154.0,379.0,103.0,1357.0,'no'
8.0,55.0,440.0,6.875,0.243,0.657,1.39,107.0,289.0,77.0,1358.0,'no'
8.0,240.0,1920.0,30.0,0.194,0.515,1.34,373.0,988.0,279.0,1359.0,'no'
7.0,22.0,154.0,3.143,0.156,0.519,1.6,24.0,80.0,15.0,1360.0,'no'
8.0,272.0,2176.0,34.0,0.189,0.688,1.32,411.0,1497.0,311.0,1361.0,'no'
8.0,272.0,2176.0,34.0,0.186,0.539,1.35,404.0,1172.0,299.0,1362.0,'no'
11.0,271.0,2981.0,24.636,0.177,0.588,1.49,527.0,1752.0,353.0,1363.0,'no'
7.0,213.0,1491.0,30.429,0.199,0.733,1.25,296.0,1093.0,237.0,1364.0,'no'
11.0,272.0,2992.0,24.727,0.168,0.595,1.43,504.0,1781.0,352.0,1365.0,'no'
5.0,9.0,45.0,1.8,0.178,0.533,1.6,8.0,24.0,5.0,1366.0,'yes'
8.0,34.0,272.0,4.25,0.309,0.908,1.5,84.0,247.0,56.0,1367.0,'no'
8.0,7.0,56.0,0.875,0.393,0.946,2.0,22.0,53.0,11.0,1368.0,'no'
10.0,15.0,150.0,1.5,0.247,0.72,1.61,37.0,108.0,23.0,1369.0,'no'
8.0,21.0,168.0,2.625,0.28,0.923,1.38,47.0,155.0,34.0,1370.0,'no'
8.0,28.0,224.0,3.5,0.299,0.969,1.6,67.0,217.0,42.0,1371.0,'no'
10.0,60.0,600.0,6.0,0.203,0.595,1.44,122.0,357.0,85.0,1372.0,'no'
7.0,12.0,84.0,1.714,0.369,0.857,1.55,31.0,72.0,20.0,1373.0,'no'
7.0,6.0,42.0,0.857,0.214,0.286,9.0,9.0,12.0,1.0,1374.0,'no'
7.0,7.0,49.0,1.0,0.367,1.0,1.38,18.0,49.0,13.0,1375.0,'no'
6.0,17.0,102.0,2.833,0.343,0.873,1.3,35.0,89.0,27.0,1376.0,'no'
100.0,49.0,4900.0,0.49,0.093,0.4,1.77,458.0,1958.0,259.0,1377.0,'yes'
16.0,30.0,480.0,1.875,0.133,0.471,2.29,64.0,226.0,28.0,1378.0,'yes'
10.0,7.0,70.0,0.7,0.157,0.6,1.57,11.0,42.0,7.0,1379.0,'yes'
8.0,54.0,432.0,6.75,0.245,0.745,1.29,106.0,322.0,82.0,1380.0,'no'
10.0,179.0,1790.0,17.9,0.2,0.758,1.41,358.0,1356.0,254.0,1381.0,'no'
6.0,5.0,30.0,0.833,0.233,0.633,1.75,7.0,19.0,4.0,1382.0,'yes'
8.0,25.0,200.0,3.125,0.33,1.0,1.65,66.0,200.0,40.0,1383.0,'no'
6.0,12.0,72.0,2.0,0.139,0.514,1.43,10.0,37.0,7.0,1384.0,'yes'
81.0,49.0,3969.0,0.605,0.113,0.398,2.26,449.0,1580.0,199.0,1385.0,'yes'
10.0,271.0,2710.0,27.1,0.197,0.748,1.38,533.0,2027.0,386.0,1386.0,'no'
10.0,271.0,2710.0,27.1,0.188,0.665,1.31,509.0,1803.0,388.0,1387.0,'no'
6.0,6.0,36.0,1.0,0.194,0.417,3.5,7.0,15.0,2.0,1388.0,'yes'
6.0,9.0,54.0,1.5,0.148,0.296,4.0,8.0,16.0,2.0,1389.0,'yes'
10.0,272.0,2720.0,27.2,0.187,0.649,1.38,508.0,1765.0,368.0,1390.0,'no'
21.0,68.0,1428.0,3.238,0.052,0.109,5.69,74.0,156.0,13.0,1391.0,'yes'
10.0,271.0,2710.0,27.1,0.199,0.717,1.42,540.0,1942.0,381.0,1392.0,'no'
7.0,47.0,329.0,6.714,0.158,0.289,5.78,52.0,95.0,9.0,1393.0,'yes'
13.0,8.0,104.0,0.615,0.154,0.769,1.07,16.0,80.0,15.0,1394.0,'yes'
11.0,271.0,2981.0,24.636,0.198,0.628,1.52,591.0,1872.0,388.0,1395.0,'no'
8.0,1.0,8.0,0.125,0.875,1.0,7.0,7.0,8.0,1.0,1396.0,'yes'
8.0,9.0,72.0,1.125,0.125,0.319,4.5,9.0,23.0,2.0,1397.0,'yes'
10.0,272.0,2720.0,27.2,0.211,0.772,1.43,573.0,2101.0,401.0,1398.0,'no'
10.0,272.0,2720.0,27.2,0.206,0.786,1.4,559.0,2139.0,399.0,1399.0,'no'
2.0,49.0,98.0,24.5,0.51,0.51,50.0,50.0,50.0,1.0,1400.0,'yes'
7.0,10.0,70.0,1.429,0.286,0.886,1.82,20.0,62.0,11.0,1401.0,'no'
6.0,9.0,54.0,1.5,0.352,0.87,1.58,19.0,47.0,12.0,1402.0,'no'
8.0,10.0,80.0,1.25,0.313,0.675,1.92,25.0,54.0,13.0,1403.0,'no'
4.0,9.0,36.0,2.25,0.417,1.0,1.67,15.0,36.0,9.0,1404.0,'no'
8.0,25.0,200.0,3.125,0.28,0.825,1.6,56.0,165.0,35.0,1405.0,'no'
8.0,37.0,296.0,4.625,0.334,0.993,1.29,99.0,294.0,77.0,1406.0,'no'
10.0,51.0,510.0,5.1,0.22,0.841,1.29,112.0,429.0,87.0,1407.0,'no'
10.0,100.0,1000.0,10.0,0.212,0.702,1.45,212.0,702.0,146.0,1408.0,'no'
8.0,31.0,248.0,3.875,0.298,0.871,1.45,74.0,216.0,51.0,1409.0,'no'
7.0,5.0,35.0,0.714,0.2,0.429,7.0,7.0,15.0,1.0,1410.0,'no'
8.0,240.0,1920.0,30.0,0.193,0.635,1.4,370.0,1220.0,264.0,1411.0,'no'
7.0,11.0,77.0,1.571,0.351,0.87,1.8,27.0,67.0,15.0,1412.0,'no'
10.0,236.0,2360.0,23.6,0.183,0.572,1.31,432.0,1349.0,330.0,1413.0,'no'
8.0,135.0,1080.0,16.875,0.077,0.294,1.54,83.0,317.0,54.0,1414.0,'no'
8.0,272.0,2176.0,34.0,0.187,0.568,1.41,407.0,1236.0,288.0,1415.0,'no'
8.0,62.0,496.0,7.75,0.218,0.629,1.57,108.0,312.0,69.0,1416.0,'no'
7.0,38.0,266.0,5.429,0.308,0.789,1.55,82.0,210.0,53.0,1417.0,'no'
8.0,272.0,2176.0,34.0,0.197,0.629,1.38,428.0,1369.0,310.0,1418.0,'no'
10.0,261.0,2610.0,26.1,0.183,0.515,1.49,477.0,1343.0,321.0,1419.0,'no'
8.0,271.0,2168.0,33.875,0.217,0.786,1.29,470.0,1704.0,364.0,1420.0,'no'
8.0,245.0,1960.0,30.625,0.198,0.555,1.36,389.0,1088.0,286.0,1421.0,'no'
10.0,272.0,2720.0,27.2,0.191,0.578,1.49,520.0,1571.0,348.0,1422.0,'no'
11.0,272.0,2992.0,24.727,0.171,0.61,1.47,511.0,1824.0,348.0,1423.0,'no'
10.0,271.0,2710.0,27.1,0.173,0.557,1.47,469.0,1510.0,318.0,1424.0,'no'
8.0,108.0,864.0,13.5,0.235,0.618,1.41,203.0,534.0,144.0,1425.0,'no'
10.0,125.0,1250.0,12.5,0.19,0.526,1.39,237.0,657.0,170.0,1426.0,'no'
6.0,24.0,144.0,4.0,0.292,0.764,1.56,42.0,110.0,27.0,1427.0,'no'
8.0,37.0,296.0,4.625,0.182,0.649,1.35,54.0,192.0,40.0,1428.0,'no'
8.0,98.0,784.0,12.25,0.282,0.864,1.42,221.0,677.0,156.0,1429.0,'no'
10.0,93.0,930.0,9.3,0.206,0.794,1.48,192.0,738.0,130.0,1430.0,'no'
7.0,23.0,161.0,3.286,0.373,0.851,1.71,60.0,137.0,35.0,1431.0,'no'
11.0,271.0,2981.0,24.636,0.162,0.542,1.36,483.0,1616.0,355.0,1432.0,'no'
11.0,271.0,2981.0,24.636,0.176,0.671,1.39,525.0,2001.0,378.0,1433.0,'no'
8.0,71.0,568.0,8.875,0.238,0.701,1.47,135.0,398.0,92.0,1434.0,'no'
10.0,60.0,600.0,6.0,0.223,0.607,1.47,134.0,364.0,91.0,1435.0,'no'
10.0,47.0,470.0,4.7,0.223,0.706,1.62,105.0,332.0,65.0,1436.0,'no'
7.0,7.0,49.0,1.0,0.429,1.0,1.91,21.0,49.0,11.0,1437.0,'no'
7.0,38.0,266.0,5.429,0.327,0.951,1.38,87.0,253.0,63.0,1438.0,'no'
5.0,12.0,60.0,2.4,0.267,0.733,1.78,16.0,44.0,9.0,1439.0,'no'
10.0,234.0,2340.0,23.4,0.188,0.614,1.38,441.0,1437.0,319.0,1440.0,'no'
10.0,271.0,2710.0,27.1,0.187,0.602,1.35,508.0,1632.0,375.0,1441.0,'no'
11.0,189.0,2079.0,17.182,0.174,0.613,1.41,361.0,1275.0,256.0,1442.0,'no'
8.0,65.0,520.0,8.125,0.269,0.725,1.4,140.0,377.0,100.0,1443.0,'no'
10.0,147.0,1470.0,14.7,0.168,0.55,1.29,247.0,809.0,191.0,1444.0,'no'
11.0,271.0,2981.0,24.636,0.168,0.598,1.35,502.0,1784.0,371.0,1445.0,'no'
8.0,261.0,2088.0,32.625,0.218,0.773,1.34,455.0,1615.0,340.0,1446.0,'no'
10.0,271.0,2710.0,27.1,0.193,0.769,1.28,524.0,2084.0,409.0,1447.0,'no'
10.0,173.0,1730.0,17.3,0.09,0.375,1.52,155.0,649.0,102.0,1448.0,'no'
10.0,197.0,1970.0,19.7,0.144,0.589,1.25,284.0,1160.0,228.0,1449.0,'no'
9.0,258.0,2322.0,28.667,0.173,0.581,1.28,401.0,1350.0,313.0,1450.0,'no'
8.0,96.0,768.0,12.0,0.111,0.479,1.35,85.0,368.0,63.0,1451.0,'no'
10.0,271.0,2710.0,27.1,0.176,0.574,1.39,476.0,1556.0,342.0,1452.0,'no'
10.0,271.0,2710.0,27.1,0.193,0.693,1.37,522.0,1878.0,380.0,1453.0,'no'
7.0,48.0,336.0,6.857,0.292,0.804,1.53,98.0,270.0,64.0,1454.0,'no'
11.0,243.0,2673.0,22.091,0.117,0.342,1.41,314.0,914.0,223.0,1455.0,'no'
8.0,88.0,704.0,11.0,0.195,0.756,1.49,137.0,532.0,92.0,1456.0,'no'
8.0,78.0,624.0,9.75,0.244,0.745,1.35,152.0,465.0,113.0,1457.0,'no'
9.0,175.0,1575.0,19.444,0.19,0.568,1.35,299.0,894.0,221.0,1458.0,'no'
7.0,17.0,119.0,2.429,0.328,0.731,1.44,39.0,87.0,27.0,1459.0,'no'
7.0,14.0,98.0,2.0,0.357,0.959,1.84,35.0,94.0,19.0,1460.0,'no'
8.0,46.0,368.0,5.75,0.285,0.791,1.42,105.0,291.0,74.0,1461.0,'no'
9.0,34.0,306.0,3.778,0.225,0.755,1.57,69.0,231.0,44.0,1462.0,'no'
7.0,7.0,49.0,1.0,0.347,0.939,1.89,17.0,46.0,9.0,1463.0,'no'
7.0,11.0,77.0,1.571,0.351,0.87,1.5,27.0,67.0,18.0,1464.0,'no'
7.0,14.0,98.0,2.0,0.357,0.867,1.75,35.0,85.0,20.0,1465.0,'no'
7.0,21.0,147.0,3.0,0.313,0.966,1.48,46.0,142.0,31.0,1466.0,'no'
7.0,8.0,56.0,1.143,0.25,0.768,1.56,14.0,43.0,9.0,1467.0,'no'
7.0,29.0,203.0,4.143,0.281,0.842,1.46,57.0,171.0,39.0,1468.0,'no'
10.0,271.0,2710.0,27.1,0.168,0.612,1.29,454.0,1659.0,351.0,1469.0,'no'
8.0,71.0,568.0,8.875,0.136,0.384,1.31,77.0,218.0,59.0,1470.0,'no'
8.0,25.0,200.0,3.125,0.24,0.91,1.45,48.0,182.0,33.0,1471.0,'no'
9.0,238.0,2142.0,26.444,0.168,0.614,1.26,359.0,1316.0,285.0,1472.0,'no'
6.0,187.0,1122.0,31.167,0.188,0.591,1.26,211.0,663.0,168.0,1473.0,'no'
6.0,17.0,102.0,2.833,0.245,0.598,1.56,25.0,61.0,16.0,1474.0,'no'
6.0,15.0,90.0,2.5,0.278,0.744,1.92,25.0,67.0,13.0,1475.0,'no'
10.0,215.0,2150.0,21.5,0.133,0.464,1.2,287.0,997.0,239.0,1476.0,'no'
11.0,103.0,1133.0,9.364,0.156,0.576,1.44,177.0,653.0,123.0,1477.0,'no'
8.0,263.0,2104.0,32.875,0.154,0.549,1.19,325.0,1156.0,274.0,1478.0,'no'
8.0,15.0,120.0,1.875,0.3,0.642,1.57,36.0,77.0,23.0,1479.0,'no'
8.0,26.0,208.0,3.25,0.264,0.62,1.45,55.0,129.0,38.0,1480.0,'no'
2.0,7.0,14.0,3.5,0.5,0.929,3.5,7.0,13.0,2.0,1481.0,'no'
7.0,7.0,49.0,1.0,0.286,0.633,1.56,14.0,31.0,9.0,1482.0,'no'
7.0,30.0,210.0,4.286,0.295,0.876,1.77,62.0,184.0,35.0,1483.0,'no'
7.0,18.0,126.0,2.571,0.31,0.96,1.39,39.0,121.0,28.0,1484.0,'no'
8.0,29.0,232.0,3.625,0.207,0.651,1.6,48.0,151.0,30.0,1485.0,'no'
6.0,20.0,120.0,3.333,0.175,0.792,1.5,21.0,95.0,14.0,1486.0,'no'
5.0,18.0,90.0,3.6,0.378,0.956,1.62,34.0,86.0,21.0,1487.0,'no'
5.0,8.0,40.0,1.6,0.425,1.0,1.89,17.0,40.0,9.0,1488.0,'no'
5.0,12.0,60.0,2.4,0.383,0.883,1.92,23.0,53.0,12.0,1490.0,'no'
8.0,126.0,1008.0,15.75,0.188,0.685,1.27,189.0,690.0,149.0,1491.0,'no'
8.0,21.0,168.0,2.625,0.262,0.696,1.52,44.0,117.0,29.0,1492.0,'no'
