'att1','att2','att3','att4','att5','att6','att7','att8','att9','id','outlier'
0.091887,0.425226,0.622962,0.371535,0.509877,0.058935,0.929772,0.150757,0.491129,263.0,'no'
0.040018,0.667709,0.051412,0.254635,0.451943,0.008769,0.995525,0.026638,0.735666,264.0,'no'
0.04448,0.425226,0.117984,0.419068,0.560038,0.007329,0.99746,0.064476,0.828613,265.0,'no'
0.0602,0.425226,0.098389,0.319168,0.418727,0.010517,0.987407,0.025012,0.682348,266.0,'no'
0.08403,0.425226,0.69443,0.5365,0.555386,0.041832,0.930668,0.110644,0.521049,267.0,'no'
0.061388,0.101365,0.047582,0.200637,0.342073,0.010484,0.977105,0.058003,0.72497,268.0,'no'
0.025053,0.425226,0.105618,0.388275,0.615893,0.005504,0.998066,0.099531,0.89957,269.0,'no'
0.066657,0.425226,0.084901,0.368771,0.665806,0.050264,0.942627,0.018994,0.611018,270.0,'no'
0.030401,0.425226,0.19905,0.555384,0.63883,0.565278,0.0,0.087482,0.16372,271.0,'no'
0.028491,0.747473,0.05366,0.242495,0.417129,0.01268,0.972785,0.04481,0.677727,272.0,'no'
0.057722,0.425226,0.652062,0.376804,0.448976,0.045007,0.931607,0.055609,0.328725,273.0,'no'
0.033303,0.425226,0.079536,0.319425,0.520828,0.005509,0.999014,0.082512,0.904966,274.0,'no'
0.029743,0.425226,0.104623,0.336695,0.448096,0.008325,0.99647,0.026565,0.747294,275.0,'no'
0.099616,0.425226,0.765384,0.374704,0.523005,0.036761,0.966141,0.095429,0.449025,276.0,'no'
0.035222,0.425226,0.052347,0.209449,0.333195,0.010062,0.992799,0.025905,0.724953,277.0,'no'
0.04507,0.425226,0.104053,0.377004,0.501937,0.008824,0.997047,0.052892,0.778053,278.0,'no'
0.110687,0.341541,0.105052,0.379747,0.517803,0.015424,0.989531,0.018076,0.573592,279.0,'no'
0.085006,0.655294,0.020554,0.132501,0.288205,0.00747,0.991285,0.036402,0.707319,280.0,'no'
0.05208,0.425226,0.087903,0.353153,0.694577,0.006955,0.997546,0.072835,0.871548,281.0,'no'
0.078225,0.425226,0.062323,0.269843,0.509562,0.012597,0.993667,0.018903,0.647684,282.0,'no'
0.081675,0.279959,0.048272,0.211275,0.405865,0.010034,0.993423,0.028653,0.686875,283.0,'no'
0.096356,0.425226,0.076055,0.340488,0.634767,0.008477,0.997403,0.081604,0.899411,284.0,'no'
0.094128,0.425226,0.097946,0.333981,0.46835,0.010935,0.995641,0.024175,0.739581,285.0,'no'
0.075958,0.425226,0.100899,0.409799,0.647745,0.008274,0.997712,0.112436,0.844912,286.0,'no'
0.09744,0.425226,0.08834,0.299899,0.452332,0.009817,0.990773,0.023518,0.695088,287.0,'no'
0.076293,0.425226,0.063263,0.262493,0.503501,0.018963,0.953568,0.042434,0.609499,288.0,'no'
0.030412,0.425226,0.125774,0.41871,0.521846,0.007775,0.997861,0.091813,0.836543,289.0,'no'
0.097022,0.425226,0.134835,0.423875,0.644019,0.009571,0.995649,0.092782,0.845689,290.0,'no'
0.039409,0.425226,0.029839,0.202076,0.473632,0.005443,0.999278,0.117826,0.912028,291.0,'no'
0.060346,0.425226,0.0407,0.245361,0.526793,0.008216,0.996135,0.083596,0.827348,292.0,'no'
0.094802,0.425226,0.075721,0.323801,0.622937,0.017585,0.972283,0.019453,0.560729,293.0,'no'
0.031017,0.425226,0.03629,0.201083,0.51235,0.007597,0.982905,0.040651,0.738281,294.0,'no'
0.031055,0.425226,0.018272,0.126085,0.283844,0.012882,0.930248,0.082526,0.724635,295.0,'no'
0.034761,0.425226,0.084682,0.334918,0.534824,0.005362,0.998852,0.103346,0.89983,296.0,'no'
0.057004,0.425226,0.449869,0.232534,0.436181,0.045797,0.935198,0.075682,0.39483,297.0,'no'
0.130281,0.101363,0.090493,0.303437,0.377719,0.013455,0.972813,0.028261,0.543495,298.0,'no'
0.129718,0.600051,0.080766,0.287302,0.463714,0.015221,0.961911,0.029209,0.536132,299.0,'no'
0.098782,0.735306,0.051682,0.241657,0.608943,0.009568,0.976827,0.049834,0.73806,300.0,'no'
0.091239,0.802909,0.041444,0.202053,0.353337,0.007804,0.985287,0.03603,0.705413,301.0,'no'
0.052859,0.425226,0.106536,0.301462,0.451024,0.006449,0.9838,0.036837,0.578063,302.0,'no'
0.129594,0.425226,0.044474,0.211677,0.368069,0.00764,0.980338,0.032567,0.531691,303.0,'no'
0.101922,0.425226,0.103068,0.313422,0.658945,0.053593,0.856076,0.039186,0.655843,304.0,'no'
0.048811,0.425226,0.039806,0.206032,0.367581,0.005994,0.982871,0.038785,0.616173,305.0,'no'
0.107533,0.224492,0.107717,0.311843,0.401637,0.04307,0.864252,0.028684,0.249262,306.0,'no'
0.113331,0.33228,0.148866,0.304207,0.3229,0.013073,0.952269,0.041537,0.5463,307.0,'no'
0.030662,0.230693,0.162856,0.36478,0.723425,0.015135,0.948226,0.039621,0.559539,308.0,'no'
0.029279,0.205947,0.087191,0.267522,0.302129,0.006361,0.987512,0.037186,0.486006,309.0,'no'
0.077016,0.03361,0.348578,0.51798,0.827307,0.035666,0.886971,0.040512,0.606824,310.0,'no'
0.077874,0.064005,0.120516,0.302714,0.642057,0.018964,0.933829,0.039526,0.456826,311.0,'no'
0.07882,0.189915,0.142318,0.318338,0.311764,0.00684,0.984032,0.039109,0.494802,312.0,'no'
0.084312,0.0,0.080335,0.378333,0.786775,0.05959,0.821449,0.036586,0.54161,313.0,'no'
0.179304,0.038653,0.125196,0.480062,0.885421,0.124103,0.811298,0.028512,0.505971,314.0,'no'
0.121776,0.425226,0.075938,0.235151,0.320237,0.00858,0.969158,0.07297,0.784045,315.0,'no'
0.207576,0.029766,0.330368,0.759449,0.833859,0.186136,0.782098,0.021288,0.513521,316.0,'no'
0.061611,0.052025,0.134063,0.344769,0.469204,0.0054,0.992688,0.069767,0.68889,317.0,'no'
0.044399,0.119738,0.159312,0.474862,0.768858,0.051836,0.833458,0.069405,0.641192,318.0,'no'
0.055069,0.244456,0.120452,0.393786,0.70985,0.046304,0.866547,0.082802,0.706349,319.0,'no'
0.096308,0.044321,0.11925,0.50195,0.808318,0.05651,0.835994,0.050837,0.579407,320.0,'no'
0.064808,0.290885,0.050631,0.229004,0.389023,0.01795,0.953743,0.062525,0.644757,321.0,'no'
0.060111,0.747622,0.104112,0.266663,0.413468,0.002052,0.997076,0.04302,0.772744,322.0,'no'
0.040361,0.066567,0.073173,0.288461,0.459157,0.009169,0.983621,0.068924,0.658939,323.0,'no'
0.05139,0.30876,0.087157,0.297994,0.452452,0.016261,0.969348,0.031866,0.51165,324.0,'no'
0.063635,0.111616,0.056286,0.244692,0.354751,0.007342,0.991084,0.039123,0.514369,325.0,'no'
0.216444,0.425226,0.325284,0.436391,0.538461,0.037843,0.949193,0.056479,0.801654,326.0,'no'
0.041889,0.425226,0.301062,0.56323,0.875501,0.012027,0.955666,0.055217,0.750558,327.0,'no'
0.250511,0.425226,1.0,0.273556,0.664266,0.221397,0.576035,0.064127,0.293631,328.0,'no'
0.04564,0.074669,0.143468,0.444244,0.714342,0.050753,0.880337,0.038625,0.490779,329.0,'no'
0.034729,0.175278,0.168479,0.398753,0.452303,0.012184,0.970124,0.102818,0.710928,330.0,'no'
0.163026,0.03977,0.190265,0.494123,0.795661,0.041421,0.868441,0.038711,0.640409,331.0,'no'
0.133545,0.518147,0.266307,0.549261,0.835433,0.045208,0.888198,0.040732,0.651768,332.0,'no'
0.052732,0.419786,0.128313,0.356403,0.464446,0.007537,0.985075,0.108704,0.78841,333.0,'no'
0.175318,0.074656,0.519772,0.844296,0.915637,0.16594,0.79054,0.024061,0.560935,334.0,'no'
0.016278,0.425226,0.247472,0.487663,0.514827,0.021797,0.934628,0.121221,0.716651,335.0,'no'
0.109534,0.425226,0.18222,0.273354,0.299064,0.003863,0.98513,0.047717,0.697086,336.0,'no'
0.243312,0.139891,0.322854,0.672288,0.860632,0.222093,0.745162,0.019249,0.502425,337.0,'no'
0.023518,0.741441,0.183025,0.308972,0.309716,0.009696,0.957676,0.042957,0.627981,338.0,'no'
0.035955,0.425226,0.086736,0.303824,0.434079,0.016849,0.957541,0.15293,0.85781,339.0,'no'
0.068418,0.228541,0.192991,0.322632,0.33068,0.012361,0.958803,0.043292,0.664235,340.0,'no'


