'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','att11','att12','att13','att14','att15','att16','att17','att18','att19','att20','att21','att22','att23','att24','att25','att26','att27','att28','att29','att30','att31','att32','att33','att34','att35','att36','att37','att38','att39','att40','att41','att42','att43','att44','att45','att46','att47','att48','att49','att50','att51','att52','att53','att54','att55','att56','att57','id','outlier'
0.0,0.35,0.35,0.0,1.07,0.0,0.0,0.35,0.0,1.07,0.0,0.71,0.0,0.0,0.0,0.0,0.71,0.71,2.85,0.0,2.5,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.233,0.0,0.233,0.233,0.0,3.414,25.0,140.0,506.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.31,1.9,0.0,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.086,0.0,0.13,0.173,0.26,3.244,60.0,279.0,507.0,'yes'
0.4,0.4,0.26,0.0,0.13,0.2,0.06,0.33,0.0,1.14,0.33,1.07,1.0,0.0,0.26,0.4,0.06,0.0,4.1,0.0,0.94,0.0,0.53,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.0,1.06,0.151,0.05,4.623,123.0,1045.0,508.0,'yes'
0.0,0.39,1.18,0.0,0.39,0.0,0.0,0.0,0.0,0.78,0.78,0.78,0.0,0.0,0.39,3.54,0.0,0.0,1.18,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.064,0.0,0.843,0.129,0.064,5.87,42.0,364.0,509.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.367,0.0,2.84,16.0,71.0,510.0,'yes'
0.32,0.28,0.57,0.0,0.12,0.2,0.16,0.2,0.0,0.32,0.08,0.98,0.41,0.04,0.04,0.0,0.0,0.41,3.74,0.0,1.64,0.0,0.45,0.53,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.507,0.493,0.028,5.608,133.0,1991.0,511.0,'yes'
0.0,0.43,0.87,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,0.0,0.43,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.075,0.0,0.0,0.151,0.0,5.086,33.0,117.0,512.0,'yes'
0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.53,0.0,0.0,0.0,1.06,0.0,0.0,2.12,0.0,0.53,0.53,2.65,0.0,2.65,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.093,0.466,0.0,5.038,60.0,131.0,513.0,'yes'
0.35,0.08,0.35,0.0,0.35,0.0,0.0,0.52,0.61,1.76,0.17,0.26,0.79,0.0,0.26,0.0,0.7,0.35,2.64,0.0,2.03,0.0,0.61,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.081,0.0,0.556,0.069,0.011,19.234,1170.0,3116.0,514.0,'yes'
0.51,0.17,0.51,0.0,1.7,0.34,0.0,0.0,0.85,0.17,0.0,0.68,0.17,0.34,0.0,0.17,0.17,0.0,2.9,0.0,2.05,0.0,0.68,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387,1.961,0.025,11.0,183.0,660.0,515.0,'yes'
0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,1.6,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.311,0.0,0.0,1.954,11.0,43.0,516.0,'yes'
0.26,0.72,0.85,0.0,0.0,0.19,0.06,0.33,0.72,0.46,0.72,0.79,0.19,1.05,0.06,0.59,0.19,0.33,3.5,0.06,1.52,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.131,0.0,0.101,0.101,0.202,4.398,79.0,1280.0,517.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.417,0.0,0.208,0.626,0.0,4.066,17.0,61.0,518.0,'yes'
0.0,0.0,0.52,0.0,0.0,1.05,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,2.63,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.291,0.0,0.0,3.333,43.0,120.0,519.0,'yes'
0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.0,0.0,0.0,0.31,0.0,2.79,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.057,0.0,0.0,2.972,18.0,110.0,520.0,'yes'
0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.116,0.111,0.0,1.8,12.0,63.0,521.0,'yes'
0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.103,0.11,0.0,1.777,12.0,64.0,522.0,'yes'
0.0,0.0,0.15,0.0,0.62,0.0,0.31,0.0,1.09,0.0,0.0,0.0,0.46,0.0,0.0,0.15,0.15,1.4,2.19,0.0,1.09,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.0,0.378,4.017,0.0,3.278,23.0,259.0,523.0,'yes'
0.0,0.11,0.35,0.0,1.18,0.47,0.23,0.35,0.0,0.11,0.11,0.95,0.0,0.11,0.0,2.13,0.95,0.23,1.9,0.35,0.35,0.0,0.59,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.42,0.191,0.21,8.026,283.0,1509.0,524.0,'yes'
0.09,0.0,0.27,0.0,0.36,0.09,0.0,0.18,0.09,0.0,0.0,0.73,0.0,0.36,0.0,0.0,0.0,0.0,2.01,0.0,3.38,0.0,0.36,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.015,0.046,0.031,0.249,0.031,0.031,3.689,69.0,535.0,525.0,'yes'
0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.47,0.0,0.0,0.0,0.94,0.0,0.0,1.88,0.0,0.47,0.47,2.83,0.0,2.35,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.0,0.082,0.41,0.0,5.074,60.0,137.0,526.0,'yes'
0.14,0.14,0.29,0.0,0.0,0.0,0.0,0.0,1.03,0.29,0.14,0.59,0.0,0.0,0.0,0.0,0.0,0.14,2.36,0.14,0.88,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.153,0.128,0.102,2.686,73.0,368.0,527.0,'yes'
0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,3.871,26.0,151.0,528.0,'yes'
0.5,0.4,0.33,0.0,0.13,0.03,0.13,0.1,0.54,0.77,0.3,0.7,0.54,1.14,0.03,0.27,0.43,0.03,3.2,0.0,1.45,0.0,0.37,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.071,0.0,0.456,0.5,0.11,6.049,129.0,2220.0,530.0,'yes'
0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.4,2.45,0.2,0.61,4.49,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.223,0.478,7.538,55.0,490.0,531.0,'yes'
0.57,0.0,0.57,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,1.14,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.74,0.0,2.9,32.0,116.0,532.0,'yes'
0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,5.32,0.0,1.18,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.763,0.0,3.0,32.0,114.0,533.0,'yes'
0.0,0.0,0.2,0.0,0.81,1.01,0.0,0.0,0.0,0.0,0.2,1.21,0.0,0.0,0.0,0.0,0.0,0.2,1.21,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.121,0.121,0.0,2.61,10.0,261.0,534.0,'yes'
0.19,0.19,0.0,0.0,1.55,0.19,0.77,0.0,0.19,0.19,0.0,0.77,0.58,0.0,0.0,0.19,0.58,2.33,0.77,0.0,0.38,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.061,0.03,0.185,0.216,0.0,1.948,11.0,113.0,535.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.421,0.0,0.21,0.632,0.0,3.75,15.0,60.0,536.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.407,0.0,0.203,0.61,0.0,4.133,17.0,62.0,537.0,'yes'
0.0,0.0,0.53,0.0,0.21,0.1,0.1,0.53,0.1,0.21,0.0,0.64,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.016,0.065,0.0,2.104,29.0,381.0,538.0,'yes'
0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.81,0.0,2.72,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537,0.0,0.0,2.782,19.0,64.0,539.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,2.04,0.0,2.04,3.06,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,1.47,4.0,25.0,540.0,'yes'
0.0,0.56,0.28,0.0,0.0,0.0,0.56,0.0,0.0,0.56,0.28,0.56,0.28,0.0,0.0,1.41,0.28,0.0,1.97,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.114,0.0,0.153,0.0,0.153,9.25,394.0,555.0,541.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.46,0.92,1.85,0.46,1.85,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.142,0.5,0.285,1.636,10.0,126.0,542.0,'yes'
0.28,0.0,0.28,0.0,1.43,0.28,0.0,0.14,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.14,0.42,0.0,3.86,0.0,1.28,0.0,0.14,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.094,0.118,0.023,1.42,27.0,250.0,543.0,'yes'
0.0,0.0,0.0,0.0,0.87,0.0,0.0,1.16,0.0,0.0,0.29,1.74,0.0,0.0,0.0,0.0,0.87,0.0,4.95,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,1.095,4.0,46.0,544.0,'yes'
0.0,0.55,0.55,0.0,2.23,0.55,0.0,0.55,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.67,0.0,2.23,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.0,0.088,0.353,0.0,2.571,11.0,108.0,545.0,'yes'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,546.0,'yes'
0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,3.871,26.0,151.0,547.0,'yes'
0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,4.41,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,12.0,21.0,548.0,'yes'
0.26,1.07,0.0,0.0,1.61,0.0,1.07,0.26,0.26,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.61,3.5,0.0,1.34,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.092,0.0,0.324,0.0,0.0,7.369,52.0,339.0,549.0,'yes'
0.33,0.67,0.0,0.0,0.0,0.0,0.67,0.33,0.33,0.33,0.0,0.67,0.0,0.0,0.0,0.0,0.67,1.01,2.02,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,1.204,6.0,59.0,550.0,'yes'
0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.594,11.0,118.0,551.0,'yes'
0.41,0.0,0.61,0.0,0.41,0.61,0.0,0.82,0.2,0.2,0.2,1.44,0.0,0.0,0.0,0.41,1.03,0.2,1.65,1.65,3.09,0.0,0.2,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,1.689,0.132,0.0,4.913,102.0,565.0,552.0,'yes'
0.0,0.9,1.81,0.0,0.0,0.0,0.9,3.63,0.0,1.81,0.0,0.9,0.0,0.0,0.0,0.0,0.9,0.0,2.72,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774,0.0,0.0,1.0,1.0,18.0,553.0,'yes'
0.0,2.66,0.0,0.0,2.0,0.0,0.0,0.66,0.0,0.0,0.0,2.0,1.33,0.0,0.66,0.0,0.0,6.66,3.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,2.133,7.0,32.0,554.0,'yes'
0.5,0.43,0.28,0.0,0.14,0.03,0.0,0.18,0.54,0.61,0.28,0.65,0.65,1.19,0.03,0.21,0.43,0.03,2.96,0.0,1.34,0.0,0.5,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.012,0.078,0.0,0.439,0.505,0.132,6.683,798.0,2426.0,555.0,'yes'
0.56,0.0,0.84,0.0,0.28,0.84,0.0,0.84,0.28,0.28,0.28,1.41,0.0,0.0,0.0,0.0,1.41,0.0,0.84,1.98,2.83,0.0,0.28,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,1.289,0.042,0.0,3.979,47.0,386.0,556.0,'yes'
0.33,0.16,0.33,0.0,0.0,0.16,0.0,0.16,0.16,0.08,0.16,0.57,0.24,0.0,0.0,0.16,0.24,0.24,3.47,0.0,2.06,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.113,0.0,3.15,76.0,441.0,557.0,'yes'
0.0,0.34,1.02,0.0,0.68,0.34,0.34,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,2.04,0.0,0.34,4.76,0.0,2.38,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.215,0.0,3.879,6.978,56.0,328.0,558.0,'yes'
0.64,0.0,0.25,0.0,0.0,0.38,0.0,0.0,0.0,0.25,0.64,0.25,1.03,0.0,0.0,0.77,0.9,0.12,1.93,0.0,0.51,0.12,0.12,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.161,0.0,1.082,0.299,0.092,5.274,146.0,981.0,559.0,'yes'
0.0,0.0,0.78,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.78,0.0,0.0,1.56,0.0,1.96,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0,4.111,20.0,222.0,560.0,'yes'
0.0,0.0,0.49,0.0,1.48,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.16,0.0,0.66,0.33,0.0,0.82,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.197,0.0,0.616,0.0,0.0,5.778,128.0,549.0,561.0,'yes'
0.0,0.0,0.68,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.68,0.68,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,1.36,0.0,0.68,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.232,0.0,2.232,19.0,96.0,562.0,'yes'
0.0,0.0,0.32,0.0,0.64,0.64,0.64,0.32,0.32,0.0,0.0,0.32,0.32,0.0,0.0,0.32,0.32,0.32,2.25,0.0,3.21,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.156,0.0,1.752,19.0,149.0,563.0,'yes'
0.0,0.45,0.0,0.0,0.91,0.0,1.36,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.82,0.45,0.0,2.73,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,1.68,17.0,158.0,564.0,'yes'
